Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_parent_type,Intravenous fluid type,,"This refers to intravenous fluids, adminstered via a central or peripheral catheter into the venous system, for fluid resuscitation or replacement of electrolytes, calories, vitamins, or other medical reasons. Examples: 0.9% Sodium Chloride (Normal Saline), 5% Glucose (Dextrose 5% in Water), Albumin etc.",Select the most appropriate option corresponding to the type of intravenous fluid(s) administered.
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_cryst,Crystalloid volume (mL/24 hours),,"Crystalloid intravenous fluids refer to aqueous solutions of mineral salts and other small, water-soluble molecules. They are commonly used for fluid replacement or resuscitation. Examples: 0.9% Sodium Chloride (Normal Saline), Lactated Ringer (USP), 5% Glucose (Dextrose 5% in Water) etc.",Record the volume of crystalloid fluids the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_colloid,Colloid volume (mL/24 hours),,"Colloid intravenous fluids are solutions containing large molecules, such as proteins or polysaccharides, which remain in the bloodstream for a longer duration compared and help maintain or expand intravascular volume. Examples: albumin, gelatin etc.",Record the volume of colloid fluids the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood,Blood / blood products transfusion,"1, Yes | 0, No | 99, Unknown","This refers to a transfusion of whole blood or blood products such as packed red blood cells, platelets, fresh-frozen plasma, cryoprecipitate, fibrinogen concentrate, granulocytes etc. Excludes transfusion of human intravenous immunoglobulin.","Indicate 'Yes', if the patient received blood product transfusion any time between 00:00 and 24:00 hours on day of assessment. If 'Yes' Select the product(s) below."
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_type,Select all blood products that were administered.,"1, Platelets | 2, Cryoprecipitate | 3, Whole blood | 4, Frozen fresh plasma | 5, Fibrinogen concentrate | 6, Packed RBC (red cell concentrate)","Platelets refers to the transfer of blood platelets from a donor to a recipient or reinfusion to the donor. Cryoprecipitate refers to a frozen blood product prepared from frozen plasma that contains fibrinogen (factor I), antihemophilic factor (factor VIII), factor XIII, von Willebrand factor (vWF) and fibronectin. Whole blood refers to intravenous administration of whole blood (blood that contains plasma and red blood cells) into an individual. Packed RBC refers to red blood cells from a unit of whole blood following removal of most of the plasma, leaving a unit with a haematocrit of about 6%. Fresh frozen plasma refers to the plasma that is separated from the whole blood and frozen quickly after a blood donation in order to be used for blood transfusions. Fibrinogen concentrate is a haemostatic agent used for the treatment of acute bleeding episodes in patients with congenital fibrinogen deficiency, including afibrinogenemia and hypofibrinogenemia.",Select the most appropriate option(s) corresponding to the blood product(s) that were administered.
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_plate,Platelets (units/24 hours),,Platelets refers to the transfer of blood platelets from a donor to a recipient or reinfusion to the donor.,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_cryo,Cryoprecipitate (units/24 hours),,"Cryoprecipitate refers to a frozen blood product prepared from frozen plasma that contains fibrinogen (factor I), antihemophilic factor (factor VIII), factor XIII, von Willebrand factor (vWF) and fibronectin.Cryoprecipitate refers to a frozen blood product prepared from frozen plasma that contains fibrinogen (factor I), antihemophilic factor (factor VIII), factor XIII, von Willebrand factor (vWF) and fibronectin.",Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_whole,Whole blood volume (units/24 hours),,Whole blood refers to intravenous administration of whole blood (blood that contains plasma and red blood cells) into an individual.,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_plasma,Frozen fresh plasma (units/24 hours),,Fresh frozen plasma refers to the plasma that is separated from the whole blood and frozen quickly after a blood donation in order to be used for blood transfusions.,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_fibrin,Fibrinogen concentrate (units/24 hours),,"Fibrinogen concentrate is a haemostatic agent used for the treatment of acute bleeding episodes in patients with congenital fibrinogen deficiency, including afibrinogenemia and hypofibrinogenemia.",Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_rcc,Packed red blood cells (red cell concentrate) (units/24 hours),,"Packed RBC refers to red blood cells from a unit of whole blood following removal of most of the plasma, leaving a unit with a haematocrit of about 6%.",Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_intravenim,Intravenous immunoglobulin,"1, Yes | 0, No | 99, Unknown","This refers to immunoglobulin preparations, containing primarily Immunoglobulin G (IgG), that are used as intravenous infusions. Examples: Octagam®, Intragam P®, KIOVIG®, Flebogamma 5% DIF®, Carimune NF®, Gamunex®, Gammagard S/D®, Gammagard Liquid®, Gammaked® and Privigen®.","Indicate 'Yes', if the patient received intravenous immunoglobulin between 00:00 and 24:00 hours on the day of assessment."
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_plasmapher,Plasmapheresis / plasma exchange,"1, Yes | 0, No | 99, Unknown",Plasmapheresis (plasma exchange) refers to a procedure that separate and extracts plasma from the peripheral blood while returning the rest of the blood components to the donor.,"Indicate 'Yes', if the patient received plasmapheresis between 00:00 and 24:00 hours on the day of assessment."
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_antibiotic,Antibiotics,"1, Yes | 0, No | 99, Unknown",Antibiotic refers to any agent(s) that selectively target bacteria. Topical preparations should not be recorded.,"Indicate 'Yes', if the patient received antibiotics between 00:00 and 24:00 hours on day of assessment"
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_steroids,Corticosteroids,"1, Yes | 0, No | 99, Unknown","Corticosteroids (commonly referred to as 'steroids') refers to all types of therapeutic corticosteroid, made in the adrenal cortex (the outer part of the adrenal gland). They are also made in the laboratory. Examples include: prednisolone, prednisone, methyl-prednisolone, dexamethasone, hydrocortisone, fluticasone, betametasone. Topical preparations are not included, but inhaled preparations are included.","Indicate 'Yes', if the patient received 'steroids' between 00:00 and 24:00 hours on day of assessment."
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_other,Other intervention(s) or procedure(s),"1, Yes | 0, No | 99, Unknown","Refers to treatment with corticosteroids via a delivery method that will affect the entire body (oral, intramuscular, intravenous or inhaled). Examples: prednisolone, prednisone, methyl-prednisolone, dexamethasone, hydrocortisone, fluticasone, betametasone. Topical preparations are not included.","Indicate 'Yes', if the patient received systemic corticosteroid therapy between 00:00 and 24:00 hours on day of assessment."
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_other_spec,Please specify other intervention(s) or procedure(s),,This refers to any other specific therapeutic intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,Indicate 'Yes' if other intervention(s) or procedure(s) were used between 00:00 and 24:00 hours on day of assessment.
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp,Supplemental oxygen,"1, Yes | 0, No | 99, Unknown","This refers to any method of oxygen therapy that may be delivered via nose cannula, mask or non-invasive or invasive ventilation.","Indicate 'Yes', if the patient received supplemental oxygen between 00:00 and 24:00 hours on day of assessment."
